id,run-times,shoe-has-cool-features,shoe-has-colors,bought
4881,2,0,0,N
4882,5,0,1,Y
4883,2,0,0,N
4884,0,0,1,N
4885,2,0,1,Y
4886,0,0,1,Y
4887,0,0,1,Y
4888,1,0,1,N
4889,0,0,0,N
4890,1,0,1,Y
4891,2,0,1,Y
4892,2,0,0,Y
4893,1,0,0,N
4894,4,0,1,Y
4895,1,1,1,Y
4896,2,0,1,N
4897,3,0,1,Y
4898,2,0,1,Y
4899,0,0,1,Y
4900,1,0,1,Y
4901,2,0,1,Y
4902,2,0,1,Y
4903,0,0,1,Y
4904,4,1,1,Y
4905,4,0,1,Y
4906,0,0,0,N
4907,0,0,0,N
4908,1,0,0,N
4909,0,1,1,Y
4910,3,0,1,Y
4911,4,1,1,Y
4912,1,1,1,Y
4913,2,0,0,N
4914,0,0,0,N
4915,2,0,0,N
4916,4,1,0,Y
4917,1,0,0,N
4918,4,1,1,Y
4919,2,0,0,N
4920,0,0,0,N
4921,0,0,1,Y
4922,1,0,1,Y
4923,3,0,0,Y
4924,5,0,0,Y
4925,4,0,1,Y
4926,1,0,0,N
4927,4,1,1,Y
4928,0,0,1,N
4929,2,0,0,N
4930,0,0,0,N
4931,0,1,1,N
4932,0,0,0,N
4933,3,0,1,Y
4934,1,1,1,Y
4935,0,0,0,N
4936,1,0,1,N
4937,1,1,1,Y
4938,2,0,0,N
4939,0,1,0,N
4940,2,1,1,Y
4941,1,0,1,Y
4942,2,0,0,N
4943,4,0,1,Y
4944,0,1,1,Y
4945,0,0,1,N
4946,1,0,1,Y
4947,1,0,0,N
4948,3,1,1,Y
4949,0,0,0,N
4950,2,0,1,N
4951,4,0,0,Y
4952,2,0,0,N
4953,0,0,1,Y
4954,0,0,1,Y
4955,5,0,1,Y
4956,3,0,1,Y
4957,2,0,0,N
4958,2,1,1,Y
4959,2,0,0,N
4960,0,0,0,Y
4961,0,0,0,N
4962,2,0,1,N
4963,2,0,0,N
4964,2,0,1,N
4965,1,1,1,N
4966,2,0,0,N
4967,2,0,1,Y
4968,5,0,1,Y
4969,4,1,1,Y
4970,5,0,1,Y
4971,5,0,1,Y
4972,5,0,1,Y
4973,1,0,1,N
4974,2,0,1,Y
4975,5,0,1,Y
4976,5,0,0,Y
4977,3,0,1,Y
4978,0,0,1,N
4979,5,1,1,Y
4980,4,0,1,Y
4981,2,0,0,N
4982,0,1,1,Y
4983,2,0,1,Y
4984,0,1,0,N
4985,3,0,1,Y
4986,2,1,1,Y
4987,2,0,1,N
4988,5,0,0,Y
4989,0,1,1,Y
4990,5,0,1,Y
4991,1,0,0,N
4992,2,1,0,N
4993,1,0,1,Y
4994,2,0,0,N
4995,3,1,0,Y
4996,0,0,0,Y
4997,2,1,1,Y
4998,0,0,1,Y
4999,0,0,0,Y
